ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
126077671,Photo,Kea,Nestor notabilis,,Ben Barkley,2018-11-20,2018,11,20,1130,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP -- Otira Valley Walk",-42.8998000,171.5573000,"",,Unspecified,"","",,,,,,,S50247181,"",,,,,Nestor notabilis,kea1,Species,11606,,5.00,2,,2758,3290
125054461,Photo,Kea,Nestor notabilis,,Jeff Harding,2018-11-13,2018,11,13,932,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--lower Gertrude Valley,-44.7670595,168.0028009,Adult,,Unspecified,"","",,,,,,,S49905336,"",,,,,Nestor notabilis,kea1,Species,11517,,3.00,1,,600,800
124935461,Photo,Kea,Nestor notabilis,,Ryan Fick,2018-11-12,2018,11,12,1230,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Monkey Creek,-44.8003676,168.0215979,"",,Unspecified,"","",,,,,,,S50117790,"",,,,,Nestor notabilis,kea1,Species,11517,,3.00,1,,3456,5184
124935441,Photo,Kea,Nestor notabilis,,Ryan Fick,2018-11-12,2018,11,12,1230,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Monkey Creek,-44.8003676,168.0215979,"",,Unspecified,"","",,,,,,,S50117790,"",,,,,Nestor notabilis,kea1,Species,11606,,4.00,1,,3456,5184
124935431,Photo,Kea,Nestor notabilis,,Ryan Fick,2018-11-12,2018,11,12,1230,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Monkey Creek,-44.8003676,168.0215979,"",,Unspecified,"","",,,,,,,S50117790,"",,,,,Nestor notabilis,kea1,Species,11606,,4.00,1,,3456,5184
124935421,Photo,Kea,Nestor notabilis,,Ryan Fick,2018-11-12,2018,11,12,1230,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Monkey Creek,-44.8003676,168.0215979,"",,Unspecified,"","",,,,,,,S50117790,"",,,,,Nestor notabilis,kea1,Species,11606,,3.00,1,,3456,5184
124935391,Photo,Kea,Nestor notabilis,,Ryan Fick,2018-11-12,2018,11,12,1230,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Monkey Creek,-44.8003676,168.0215979,"",,Unspecified,"","",,,,,,,S50117790,"",,,,,Nestor notabilis,kea1,Species,11606,,3.00,1,,3456,5184
124611821,Photo,Kea,Nestor notabilis,,Corey Callaghan,2018-11-17,2018,11,17,1530,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"(-42.939, 171.562)",-42.9386700,171.5616427,"",,Unspecified,"","",,,,,,,S50111325,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,2684,4030
124611801,Photo,Kea,Nestor notabilis,,Corey Callaghan,2018-11-17,2018,11,17,1530,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"(-42.939, 171.562)",-42.9386700,171.5616427,"",,Unspecified,"","",,,,,,,S50111325,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,2774,3911
124611621,Photo,Kea,Nestor notabilis,,Corey Callaghan,2018-11-17,2018,11,17,1040,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Viaduct Lookout",-42.8882557,171.5564167,"",,Unspecified,"","",,,,,,,S50111308,"",,,,Wet Kea,Nestor notabilis,kea1,Species,11517,,3.00,1,,3434,3918
123542911,Photo,Kea,Nestor notabilis,,Graeme Risdon,2018-11-07,2018,11,7,1400,New Zealand,NZ-STL-073,Southland,Southland District,Milford Sound,-44.6028738,167.8056965,"",,Unspecified,"","",,,,,,,S49749516,"",,,,,Nestor notabilis,kea1,Species,11606,,2.00,1,,667,1000
123137961,Photo,Kea,Nestor notabilis,,Joshua Erdman,2010-10-17,2010,10,17,0,New Zealand,NZ-WTC-057,West Coast,Westland District,Westland Tai Poutini NP--Franz Joseph Glacier Walk,-43.4358753,170.1706696,"",,Unspecified,"","",,,,,,,S49699772,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,1,,3872,2592
123137951,Photo,Kea,Nestor notabilis,,Joshua Erdman,2010-10-17,2010,10,17,0,New Zealand,NZ-WTC-057,West Coast,Westland District,Westland Tai Poutini NP--Franz Joseph Glacier Walk,-43.4358753,170.1706696,"",,Unspecified,"","",,,,,,,S49699772,"",,,,,Nestor notabilis,kea1,Species,11606,,3.00,1,,3872,2592
122699801,Photo,Kea,Nestor notabilis,,Stefan  Hirsch,2017-01-14,2017,1,14,1400,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Viaduct Lookout",-42.8882557,171.5564167,"",,Unspecified,"","",,,,,,,S35199198,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,3648,5472
122160071,Photo,Kea,Nestor notabilis,,Gérard Cyr,2017-11-27,2017,11,27,1500,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,,,,,,S40773001,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,3072,4608
122120451,Photo,Kea,Nestor notabilis,,Raphael Lebrun,2016-11-22,2016,11,22,0,New Zealand,NZ-STL-073,Southland,Southland District,Homer Tunnel,-44.7637253,167.9890152,"",,Unspecified,"","",,,,,,,S49690994,"",,,,,Nestor notabilis,kea1,Species,11606,,5.00,1,,800,1200
122120441,Photo,Kea,Nestor notabilis,,Raphael Lebrun,2016-11-22,2016,11,22,0,New Zealand,NZ-STL-073,Southland,Southland District,Homer Tunnel,-44.7637253,167.9890152,"",,Unspecified,"","",,,,,,,S49690994,"",,,,,Nestor notabilis,kea1,Species,11606,,5.00,1,,800,1200
122120431,Photo,Kea,Nestor notabilis,,Raphael Lebrun,2016-11-22,2016,11,22,0,New Zealand,NZ-STL-073,Southland,Southland District,Homer Tunnel,-44.7637253,167.9890152,"",,Unspecified,"","",,,,,,,S49690994,"",,,,,Nestor notabilis,kea1,Species,11606,,5.00,1,,800,1200
122118881,Photo,Kea,Nestor notabilis,,Raphael Lebrun,2016-11-18,2016,11,18,0,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Viaduct Lookout",-42.8882557,171.5564167,"",,Unspecified,"","",,,,,,,S49690820,"",,,,,Nestor notabilis,kea1,Species,11606,,5.00,1,,800,1200
122118861,Photo,Kea,Nestor notabilis,,Raphael Lebrun,2016-11-18,2016,11,18,0,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Viaduct Lookout",-42.8882557,171.5564167,"",,Unspecified,"","",,,,,,,S49690820,"",,,,,Nestor notabilis,kea1,Species,11606,,5.00,1,,800,1200
118230921,Photo,Kea,Nestor notabilis,,Janet Burton,2018-10-06,2018,10,6,1400,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass Walk.",-42.9337966,171.5612208,"",,Unspecified,"","",,,,,,,S49027157,"",,,,Seen in carpark. Yellow leg bands with Y on them.,Nestor notabilis,kea1,Species,11517,,5.00,1,,2189,1658
118141911,Photo,Kea,Nestor notabilis,,Annette  Ching,2018-10-03,2018,10,3,915,New Zealand,NZ-WTC-057,West Coast,Westland District,"Deaths Corner, Arthurs Pass",-42.8878141,171.5576961,"",,Unspecified,"","",,,,,,,S49007235,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,1,,4000,6000
117751161,Photo,Kea,Nestor notabilis,,Alexandra Pearson,2018-09-13,2018,9,13,845,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Gorge rock shelter lookout",-42.8809015,171.5555987,"",,Unspecified,"","",,,,,,,S48832631,"",,,,"Birds were banned with bracelets that said ""H"" and ""J""",Nestor notabilis,kea1,Species,11517,,5.00,1,,3000,4000
117751141,Photo,Kea,Nestor notabilis,,Alexandra Pearson,2018-09-13,2018,9,13,845,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Gorge rock shelter lookout",-42.8809015,171.5555987,"",,Unspecified,"","",,,,,,,S48832631,"",,,,"Birds were banned with bracelets that said ""H"" and ""J""",Nestor notabilis,kea1,Species,11517,,5.00,1,,3000,4000
117751111,Photo,Kea,Nestor notabilis,,Alexandra Pearson,2018-09-13,2018,9,13,845,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Gorge rock shelter lookout",-42.8809015,171.5555987,"",,Unspecified,"","",,,,,,,S48832631,"",,,,"Birds were banned with bracelets that said ""H"" and ""J""",Nestor notabilis,kea1,Species,11517,,5.00,1,,3000,4000
116818871,Photo,Kea,Nestor notabilis,,Alexandra Pearson,2018-09-13,2018,9,13,845,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Gorge rock shelter lookout",-42.8809015,171.5555987,"",,Unspecified,"","",,,,,,,S48832631,"",,,,"Birds were banned with bracelets that said ""H"" and ""J""",Nestor notabilis,kea1,Species,11517,,2.00,3,,3000,4000
116602391,Photo,Kea,Nestor notabilis,,Jeremiah Trimble,2018-09-06,2018,9,6,739,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Monkey Creek,-44.8003676,168.0215979,"",,Unspecified,"","",,,,,,,S48359047,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,6,,2400,1726
116081201,Photo,Kea,Nestor notabilis,,Steve Kelling,2018-09-02,2018,9,2,1415,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Monkey Creek,-44.8003676,168.0215979,Adult,,Unspecified,"","",,,,,,,S48232093,"",,,,"2 banded, 2 not banded",Nestor notabilis,kea1,Species,,,4.60,15,,3000,5000
116081131,Photo,Kea,Nestor notabilis,,Steve Kelling,2018-09-02,2018,9,2,1415,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Monkey Creek,-44.8003676,168.0215979,Adult,,Unspecified,"","",,,,,,,S48232093,"",,,,"2 banded, 2 not banded",Nestor notabilis,kea1,Species,,,4.93,71,,3000,5000
116081051,Photo,Kea,Nestor notabilis,,Steve Kelling,2018-09-02,2018,9,2,1415,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Monkey Creek,-44.8003676,168.0215979,Adult,,Unspecified,"","",,,,,,,S48232093,"",,,,"2 banded, 2 not banded",Nestor notabilis,kea1,Species,,,4.82,39,,3000,5000
115754201,Photo,Kea,Nestor notabilis,,Vibeke Pedersen,2007-01-14,2007,1,14,0,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass--Wilderness Lodge",-43.0355279,171.6420739,"",,Unspecified,"","",,,,,,,S17135228,"",,,,,Nestor notabilis,kea1,Species,11517,,2.00,1,,960,1280
115753951,Photo,Kea,Nestor notabilis,,Vibeke Pedersen,2007-01-14,2007,1,14,0,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass--Wilderness Lodge",-43.0355279,171.6420739,"",,Unspecified,"","",,,,,,,S17135228,"",,,,,Nestor notabilis,kea1,Species,11517,,2.00,1,,1197,1596
115623051,Photo,Kea,Nestor notabilis,,George Gibbs,2012-01-21,2012,1,21,1600,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass NP (general - please use more specific locations if possible)",-42.9428430,171.5621320,"",,Unspecified,"","",,,,,,,S10664612,"",,,,Begging from tourists,Nestor notabilis,kea1,Species,11517,,3.50,2,,1285,1920
114292431,Photo,Kea,Nestor notabilis,,Daniele Mitchell,2015-12-30,2015,12,30,1804,New Zealand,NZ-STL-073,Southland,Southland District,Hollyford Valley Lookout,-44.8091940,168.1059280,"",,Unspecified,"","",,,,,,,S26526416,"",,,,,Nestor notabilis,kea1,Species,11517,,4.50,2,,6000,4000
114292421,Photo,Kea,Nestor notabilis,,Daniele Mitchell,2015-12-30,2015,12,30,1804,New Zealand,NZ-STL-073,Southland,Southland District,Hollyford Valley Lookout,-44.8091940,168.1059280,"",,Unspecified,"","",,,,,,,S26526416,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,2,,6000,4000
113623401,Photo,Kea,Nestor notabilis,,Keith Miles,2010-03-24,2010,3,24,0,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass Village",-42.9466223,171.5661049,"",,Unspecified,"","",,,,,,,S48297975,"",,,,,Nestor notabilis,kea1,Species,11606,,3.00,1,,1795,4249
113441831,Photo,Kea,Nestor notabilis,,Steve Kelling,2018-09-03,2018,9,3,1011,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP—tunnel,-44.7645720,167.9952180,Adult,,Unspecified,"","",,,,,,,S48270220,"",,,,,Nestor notabilis,kea1,Species,11517,,4.50,4,,3000,5000
113209151,Photo,Kea,Nestor notabilis,,Jeff Gerbracht,2018-09-02,2018,9,2,1415,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Monkey Creek,-44.8003676,168.0215979,"",,Unspecified,"","",,,,,,,S48231966,"",,,,"2 banded, 2 not banded",Nestor notabilis,kea1,Species,,,4.73,33,,2595,3896
111814741,Photo,Kea,Nestor notabilis,,Norman Pillsbury,2006-03-03,2006,3,3,930,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,Devils Punchbowl Falls Track,-42.9338670,171.5641308,"",,Unspecified,"","",,,,,,,S48000366,"",,,,,Nestor notabilis,kea1,Species,11517,,2.00,1,,2000,3008
111814721,Photo,Kea,Nestor notabilis,,Norman Pillsbury,2006-03-03,2006,3,3,930,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,Devils Punchbowl Falls Track,-42.9338670,171.5641308,"",,Unspecified,"","",,,,,,,S48000366,"",,,,,Nestor notabilis,kea1,Species,11517,,3.00,1,,,
111814711,Photo,Kea,Nestor notabilis,,Norman Pillsbury,2006-03-03,2006,3,3,930,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,Devils Punchbowl Falls Track,-42.9338670,171.5641308,"",,Unspecified,"","",,,,,,,S48000366,"",,,,,Nestor notabilis,kea1,Species,11517,,3.00,1,,,
109707231,Photo,Kea,Nestor notabilis,,Chris Rehberg  | Sydney Birding,2012-11-29,2012,11,29,0,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass Village",-42.9466223,171.5661049,"",,Unspecified,"","",,,,,,,S47653901,"",,,,"One bird sitting on cafe furniture with leg bands: Right leg has silver metal band with no visible markings,  above an orange band that shows the letter ""R"". Left leg has orange band that shows the letter ""R"". Only one photo - cannot see if there is anything else marked on any band. Second bird low in shrubby tree across street.",Nestor notabilis,kea1,Species,11517,,2.00,2,,1238,1855
109707001,Photo,Kea,Nestor notabilis,,Chris Rehberg  | Sydney Birding,2012-11-29,2012,11,29,0,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass Village",-42.9466223,171.5661049,"",,Unspecified,"","",,,,,,,S47653901,"",,,,"One bird sitting on cafe furniture with leg bands: Right leg has silver metal band with no visible markings,  above an orange band that shows the letter ""R"". Left leg has orange band that shows the letter ""R"". Only one photo - cannot see if there is anything else marked on any band. Second bird low in shrubby tree across street.",Nestor notabilis,kea1,Species,11517,,2.00,2,,1949,1301
108997331,Photo,Kea,Nestor notabilis,,DS Ridley,2007-05-01,2007,5,1,1110,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,Adult – 2,Foraging or Eating,Unspecified,"","",,,,,,,S47513497,"",,,,,Nestor notabilis,kea1,Species,11517,,3.00,2,Habitat,1543,2058
107866121,Photo,Kea,Nestor notabilis,,Evan Lipton,2013-12-31,2013,12,31,1700,New Zealand,NZ-TAS-051,Tasman,Tasman District,Lakehead Hut,-41.8733956,172.8214645,"",,Unspecified,"","",,,,,,,S18030999,"",,,,,Nestor notabilis,kea1,Species,11517,,4.36,11,,3456,5184
107836481,Photo,Kea,Nestor notabilis,,Will  Britton,2010-10-23,2010,10,23,0,New Zealand,NZ-STL-073,Southland,Southland District,The Chasm Car Park,-44.7215078,167.9508680,"",,Unspecified,"","",,,,,,,S47267413,"",,,,,Nestor notabilis,kea1,Species,11517,,3.00,1,,3024,4032
107802761,Photo,Kea,Nestor notabilis,,Beth Lenoble,2009-10-10,2009,10,10,0,New Zealand,NZ-STL-073,Southland,Southland District,The Chasm Parking Lot- west of Homer Tunnel,-44.7217346,167.9509377,"",,Unspecified,"","",,,,,,,S47257390,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,1496,2256
107126961,Photo,Kea,Nestor notabilis,,Trevor Sleight,2018-03-05,2018,3,5,330,New Zealand,NZ-OTA-070,Otago,Queenstown-Lakes District,Queenstown--Ben Lomond,-45.0172557,168.6401882,"",,Unspecified,"","",,,,,,,S43385010,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,2,,3456,5184
106396041,Photo,Kea,Nestor notabilis,,Sebastian Stachurski,2018-07-04,2018,7,4,1000,New Zealand,NZ-WTC-057,West Coast,Westland District,Otira Gorge Rock Shelter Lookout,-42.8809329,171.5555477,Juvenile Male,,Unspecified,"","",,,,,,,S46979357,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,1,,4000,6000
104354711,Photo,Kea,Nestor notabilis,,Magen Pettit,2010-04-08,2010,4,8,0,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass Village",-42.9466223,171.5661049,Adult,,Unspecified,"","",,,,,,,S38096673,"",,,,,Nestor notabilis,kea1,Species,11606,,3.00,1,,610,1126
103851731,Photo,Kea,Nestor notabilis,,Mark Dettling,2010-11-28,2010,11,28,0,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass NP (general - please use more specific locations if possible)",-42.9428430,171.5621320,"",,Unspecified,"","",,,,,,,S11348459,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,1,,2388,3366
103851641,Photo,Kea,Nestor notabilis,,Mark Dettling,2010-11-28,2010,11,28,0,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass NP (general - please use more specific locations if possible)",-42.9428430,171.5621320,"",,Unspecified,"","",,,,,,,S11348459,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,1,,2410,3472
103851601,Photo,Kea,Nestor notabilis,,Mark Dettling,2010-11-28,2010,11,28,0,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass NP (general - please use more specific locations if possible)",-42.9428430,171.5621320,"",,Unspecified,"","",,,,,,,S11348459,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,1,,2366,3571
103851581,Photo,Kea,Nestor notabilis,,Mark Dettling,2010-11-28,2010,11,28,0,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass NP (general - please use more specific locations if possible)",-42.9428430,171.5621320,"",,Unspecified,"","",,,,,,,S11348459,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,1,,3593,2476
103851551,Photo,Kea,Nestor notabilis,,Mark Dettling,2010-11-28,2010,11,28,0,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass NP (general - please use more specific locations if possible)",-42.9428430,171.5621320,"",,Unspecified,"","",,,,,,,S11348459,"",,,,,Nestor notabilis,kea1,Species,11517,,3.00,1,,2848,4272
103563591,Photo,Kea,Nestor notabilis,,Scott Young,2015-09-01,2015,9,1,1145,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Monkey Creek,-44.8003676,168.0215979,"",,Unspecified,"","",,,,,,,S24845979,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,1,,2800,4200
103338631,Photo,Kea,Nestor notabilis,,Daniel Patrick,2016-01-31,2016,1,31,0,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass NP (general - please use more specific locations if possible)",-42.9428430,171.5621320,"",,Unspecified,"","",,,,,,,S46319218,"",,,,,Nestor notabilis,kea1,Species,11606,,3.00,1,,3168,4752
103316901,Photo,Kea,Nestor notabilis,,Rick Jacobsen,1997-11-21,1997,11,21,0,New Zealand,NZ-STL-073,Southland,Southland District,Milford Track--Pompolona Lodge,-44.8374606,167.8008413,"",,Unspecified,"","",,,,,,,S24475357,"",,,,/p Milford trail,Nestor notabilis,kea1,Species,11517,,1.00,1,,1680,2520
103316791,Photo,Kea,Nestor notabilis,,Rick Jacobsen,1997-11-21,1997,11,21,0,New Zealand,NZ-STL-073,Southland,Southland District,Milford Track--Pompolona Lodge,-44.8374606,167.8008413,"",,Unspecified,"","",,,,,,,S24475357,"",,,,/p Milford trail,Nestor notabilis,kea1,Species,11517,,1.00,1,,1680,2520
103041661,Photo,Kea,Nestor notabilis,,Qin Huang,2017-12-29,2017,12,29,900,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Monkey Creek,-44.8003676,168.0215979,Adult,,Unspecified,"","",,,,,,,S41606996,"",,,,,Nestor notabilis,kea1,Species,11606,,3.50,2,,853,1280
102557271,Photo,Kea,Nestor notabilis,,Cody Peters,2010-06-13,2010,6,13,0,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Viaduct Lookout",-42.8882557,171.5564167,"",,Unspecified,"","",,,,,,,S46145978,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,3264,2448
102557261,Photo,Kea,Nestor notabilis,,Cody Peters,2010-06-13,2010,6,13,0,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Viaduct Lookout",-42.8882557,171.5564167,"",,Unspecified,"","",,,,,,,S46145978,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,3264,2448
102557231,Photo,Kea,Nestor notabilis,,Cody Peters,2010-06-13,2010,6,13,0,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Viaduct Lookout",-42.8882557,171.5564167,"",,Unspecified,"","",,,,,,,S46145978,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,3264,2448
101623591,Photo,Kea,Nestor notabilis,,Fabio Olmos,2014-11-03,2014,11,3,1330,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Viaduct Lookout",-42.8882557,171.5564167,"",,Unspecified,"","",,,,,,,S45906754,"",,,,,Nestor notabilis,kea1,Species,11606,,3.00,1,,630,945
101503411,Photo,Kea,Nestor notabilis,,Stefan  Hirsch,2017-01-20,2017,1,20,800,New Zealand,NZ-STL-073,Southland,Southland District,Luxmore Hut,-45.3852196,167.6192236,Immature,,Unspecified,"","",,,,,,,S35199862,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,3345,5017
101501841,Photo,Kea,Nestor notabilis,,Stefan  Hirsch,2017-01-19,2017,1,19,1100,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Monkey Creek,-44.8003676,168.0215979,"",,Unspecified,"","",,,,,,,S45886379,"",,,,,Nestor notabilis,kea1,Species,11517,,3.00,1,,2801,4201
101501641,Photo,Kea,Nestor notabilis,,Stefan  Hirsch,2017-01-19,2017,1,19,1100,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Monkey Creek,-44.8003676,168.0215979,"",,Unspecified,"","",,,,,,,S45886379,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,1707,2560
101084391,Photo,Kea,Nestor notabilis,,Stefan  Hirsch,2017-01-14,2017,1,14,1400,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Viaduct Lookout",-42.8882557,171.5564167,"",,Unspecified,"","",,,,,,,S35199198,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,3501,5251
101001121,Photo,Kea,Nestor notabilis,,Karen Rose,2018-05-13,2018,5,13,1309,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Monkey Creek,-44.8003676,168.0215979,"",,Unspecified,"","",,,,,,,S45835425,"",,,,"An immature, a menace to vehicles in car park, chewing on whatever!",Nestor notabilis,kea1,Species,11517,,3.00,1,,3264,2448
101000741,Photo,Kea,Nestor notabilis,,Karen Rose,2018-05-13,2018,5,13,1309,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Monkey Creek,-44.8003676,168.0215979,"",,Unspecified,"","",,,,,,,S45835425,"",,,,"An immature, a menace to vehicles in car park, chewing on whatever!",Nestor notabilis,kea1,Species,11517,,3.00,1,,,
100441541,Photo,Kea,Nestor notabilis,,Donna Nagiello,2018-05-14,2018,5,14,830,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,,,,,,S45724904,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,1,,1830,1806
97631461,Photo,Kea,Nestor notabilis,,Liam Ballard,2018-04-21,2018,4,21,1255,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Monkey Creek,-44.8003676,168.0215979,"",,Unspecified,"","",,,,,,,S44978786,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,1,,427,640
97631451,Photo,Kea,Nestor notabilis,,Liam Ballard,2018-04-21,2018,4,21,1255,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Monkey Creek,-44.8003676,168.0215979,"",,Unspecified,"","",,,,,,,S44978786,"",,,,,Nestor notabilis,kea1,Species,11517,,3.00,1,,427,640
94691321,Photo,Kea,Nestor notabilis,,Cameron Eckert,2018-02-27,2018,2,27,1536,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass Village",-42.9466223,171.5661049,Adult,,Unspecified,"","",,,,,,,S43242114,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,2000,3000
94689391,Photo,Kea,Nestor notabilis,,Cameron Eckert,2018-02-27,2018,2,27,1316,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Otira Valley Trail (-42.8991,171.5277)",-42.8991280,171.5277140,Adult,,Unspecified,"","",,,,,,,S43225613,"",,,distant Kea,,Nestor notabilis,kea1,Species,11517,,2.00,1,,2000,3000
94689381,Photo,Kea,Nestor notabilis,,Cameron Eckert,2018-02-27,2018,2,27,1316,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Otira Valley Trail (-42.8991,171.5277)",-42.8991280,171.5277140,Adult,,Unspecified,"","",,,,,,,S43225613,"",,,crop,,Nestor notabilis,kea1,Species,11517,,2.00,1,,1232,1848
92905281,Photo,Kea,Nestor notabilis,,Julie Clark,2018-03-14,2018,3,14,1445,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,,,,,,S43635162,"",,,Kea,,Nestor notabilis,kea1,Species,11517,,5.00,1,,3475,4865
92905221,Photo,Kea,Nestor notabilis,,Julie Clark,2018-03-14,2018,3,14,1445,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,,,,,,S43635162,"",,,Kea,,Nestor notabilis,kea1,Species,11517,,4.00,1,,3648,5472
92520341,Photo,Kea,Nestor notabilis,,David Irving,2017-12-26,2017,12,26,1330,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--The Chasm,-44.7217319,167.9485483,Adult,,Unspecified,"","",,,,,,,S44178579,"",,,,,Nestor notabilis,kea1,Species,11606,,5.00,4,,683,1024
